Publication.Year,Study.Name,Study.Name.numbered,Title,Original.Source.Verified,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,No.Breeding.Seasons,Order,Family,Common.Name,Latin.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Study,IUCN.Status.Current,IUCN.Status.Current_SUB,Threat_Status,Threat_Status_SUB,IUCN.Status.Current.Parent,Regional.Threat.Status,Location,Latitude,Longitude,Wild.Managed.Captive,Population.Type,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Artificial.Insemination,Nest.Habitat.Protection,Predator.Control_Exclusion,Fostering,Egg.pulling,Other,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,CS.BoW,CS.NZBO,CS.Johnsen,Av.Clutch.Size.Study,Av.Clutch.Size.Mean,Clutch.Size.Cooney,Experimental.Manipulation,SS.Pairs,SS.Individuals,SS.Females,SS.Males,SS.Nests,SS.Clutches,SS.Nest.Clutch,SS.Eggs,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.CS,Egg.BoW.CS,Total,Cases,Hatching.Failure.Definition,Hatching.Success.Definition,Standardised.Hatching.Success.Definition,Hatchability.Definition,Standardised.Hatchability.Definition,Other.Definition
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (46),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Procellariiformes,Hydrobatidae,Leach's Storm-petrel/Leach's Storm Petrel,Hydrobates_leucorhous/Hydrobates_leucorhoa/Oceanodroma_leucorhoa,Hydrobates_leucorhous,Oceanodroma_leucorhoa,NA,VU,VU,Threatened,Threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,24.3,75.7,NA,NA,,,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (47),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Galliformes,Phasianidae,Willow Grouse,Lagopus_lagopus,Lagopus_lagopus,Lagopus_lagopus,NA,LC,LC,Non-threatened,Non-threatened,NA,,Canada,56.1304,-106.3468,Wild,,Natural,No,No,No,No,No,No,No,No,11,89,NA,NA,,,7.5,NA,NA,8.7125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (48),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Laniidae,Lesser Grey Shrike,Lanius_minor,Lanius_minor,Lanius_minor,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,10.9,89.1,NA,NA,,,5.5,NA,NA,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (49),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Charadriiformes,Laridae,Mew Gull/Short-billed Gull/Common Gull,Larus_canus,Larus_canus,Larus_canus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,19.7,80.3,NA,NA,,,2.8,NA,NA,2.8433335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (50),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Charadriiformes,Laridae,Western Gull,Larus_occidentalis,Larus_occidentalis,Larus_occidentalis,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,24,76,NA,NA,,,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (51),Genetic similarity and hatching success in birds,YES,YES,NO,1989,1993,5,Passeriformes,Fringillidae,Palila,Loxioides_bailleui,Loxioides_bailleui,Loxioides_bailleui,Threatened (T),CR,CR,Threatened,Threatened,NA,,"Mauna Kea, Hawai'i, USA",19.821054,-155.467879,Wild,,Natural,No,No,No,No,No,No,No,No,39,61,0,0,,,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,536,NA,NA,NA,NA,536,326.96,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (52),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Muscicapidae,Bluethroat,Luscinia_svecica,Luscinia_svecica,Luscinia_svecica,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,9.7,90.3,NA,NA,,,5.8,NA,NA,5.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (53),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Maluridae,Superb Fairy-wren,Malurus_cyaneus,Malurus_cyaneus,Malurus_cyaneus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,5.7,94.3,NA,NA,,,3.5,NA,NA,3.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (54),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Meliphagidae,Bell Miner,Manorina_melanophrys,Manorina_melanophrys,Manorina_melanophrys,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,10.6,89.4,NA,NA,,,2,NA,NA,2.00125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (55),Genetic similarity and hatching success in birds,YES,YES,NO,1975,1981,7,Piciformes,Picidae,Acorn Woodpecker,Melanerpes_formicivorus,Melanerpes_formicivorus,Melanerpes_formicivorus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"Hastings Natural History Reservation, central coastal California, USA",36.379109,-121.56287,Wild,,Natural,No,No,No,No,No,No,No,No,14.1,85.9,0,0,,,5.06,NA,NA,4.9525,NA,NA,NA,NA,NA,83,NA,83,377,NA,411.0575,NA,NA,377,323.843,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (56),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Procellariiformes,Oceanitidae,Wilson's Storm-petrel,Oceanites_oceanicus,Oceanites_oceanicus,Oceanites_oceanicus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,13,87,NA,NA,,,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (57),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Muscicapidae,Northern Wheatear,Oenanthe_oenanthe,Oenanthe_oenanthe,Oenanthe_oenanthe,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,0.7,99.3,NA,NA,,,6.15,NA,NA,5.6375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (58),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Panuridae,Bearded Reedling,Panurus_biarmicus,Panurus_biarmicus,Panurus_biarmicus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,10.1,89.9,NA,NA,,,6,NA,NA,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (59),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Paridae,Black-capped Chickadee,Parus_atricapillus,Parus_atricapillus,Parus_atricapillus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,10,90,NA,NA,,,NA,NA,NA,6.9583335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (60),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Paridae,Great Tit,Parus_major,Parus_major,Parus_major,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,7.8,92.2,NA,NA,,,7.5,NA,NA,8.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (61),Genetic similarity and hatching success in birds,YES,YES,NO,1994,1997,4,Passeriformes,Passeridae,House Sparrow,Passer_domesticus,Passer_domesticus,Passer_domesticus,Not Evaluated (NE),LC,LC,Non-threatened,Non-threatened,NA,,"North Base and South Base, University of Oklahoma, Norman, Oklahoma",35.205762,-97.44595,Wild managed,,Natural,Yes,No,No,No,No,No,No,No,9.5,90.5,NA,NA,,,4,4-5 eggs,4.5,4.366666667,NA,NA,NA,NA,NA,NA,NA,NA,191,NA,NA,NA,NA,191,172.855,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (62),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Passerellidae,Savannah Sparrow,Passerculus_sandwichensis,Passerculus_sandwichensis,Passer_montanus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,7.1,92.9,NA,NA,,,3.87,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (63),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Paridae,Coal Tit,Periparus_ater/Parus_ater,Periparus_ater,Parus_ater,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,7.5,92.5,NA,NA,,,5.7,NA,NA,6.175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (64),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Corvidae,Siberian Jay,Perisoreus_infaustus,Perisoreus_infaustus,Perisoreus_infaustus,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,9.1,90.9,NA,NA,,,3.5,NA,NA,3.7916665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (65),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Suliformes,Phalacrocoracidae,European Shag,Phalacrocorax_aristotelis,Phalacrocorax_aristotelis,Phalacrocorax_aristotelis,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,9.5,90.5,NA,NA,,,3.07,NA,NA,3.0583335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (66),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Charadriiformes,Scolopacidae,Red Phalarope/Grey Phalarope,Phalaropus_fulicarius,Phalaropus_fulicarius,Phalaropus_fulicarius,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,7.9,92.1,NA,NA,,,4,NA,NA,3.9275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (67),Genetic similarity and hatching success in birds,NO,YES,NO,NA,NA,NA,Passeriformes,Corvidae,Eurasian Magpie,Pica_pica,Pica_pica,Pica_pica,NA,LC,LC,Non-threatened,Non-threatened,NA,,NA,NA,NA,Wild,,Natural,No,No,No,No,No,No,No,No,3.9,96.1,NA,NA,,,6.1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
2004,Spottiswoode & Møller 2004,Spottiswoode & Møller 2004 (68),Genetic similarity and hatching success in birds,YES,YES,NO,1980,1985,6,Piciformes,Picidae,Red-cockaded Woodpecker,Picoides_borealis,Picoides_borealis,Picoides_borealis,Not Evaluated (NE),NT,NT,Non-threatened,Non-threatened,NA,,"Southcentral North Carolina, USA",34.825808,-79.357996,Wild,,Natural,No,No,No,No,No,No,No,No,14.1,85.9,NA,NA,,,3.26,3.27,3.27,3.25,NA,NA,NA,NA,NA,NA,NA,NA,2175,NA,NA,NA,NA,2175,1868.325,"""","Proportion of eggs incubated to term that hatched, thus excluding hatching failure owing to nest desertion and nest predation","Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period, excluding failure due to desertion and predation",NA,NA,NA
